path,planned_action,category,reason,needed_for_reproducibility,safe_to_ignore_for_final_reading
.git/COMMIT_EDITMSG,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
logs/official_badnets_full_bounded_eval_children_20260520T140042Z/uniform_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_badnets_prompt_extraction_20260520T131505Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_clean_tradeoff_20260525T142217Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_eval_20260525T120958Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_eval_children_20260525T120958Z/base_model_only.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_eval_children_20260525T120958Z/original.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_eval_children_20260525T120958Z/sensaware_top224_gamma_0_25.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_eval_children_20260525T120958Z/top3_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_eval_children_20260525T120958Z/uniform_gamma_0_25.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_eval_children_20260525T120958Z/uniform_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_rescore_existing_20260525T120801Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_sanity_checks_20260526T161737Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_sanity_checks_20260530T073520Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_verification_20260525T114142Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_verification_20260525T114645Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/official_rule_based_asr_verification_20260525T114859Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/peft_loading_smoke_test_20260517T191954Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/peft_loading_smoke_test_20260517T192009Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/peft_loading_smoke_test_20260517T192025Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/peft_loading_smoke_test_20260519T165423Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/peft_loading_smoke_test_20260519T165754Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/README.md,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/real_asr_clean_utility_tradeoff_20260524T150116Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/real_asr_clean_utility_tradeoff_20260524T151630Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/real_eval_prompt_file_creation_20260524T145930Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/real_eval_prompt_file_creation_20260524T151304Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/report_ready_plots_20260523T122722Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/report_ready_results_20260523T122722Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sanitised_adapter_generation_20260517T163541Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sanitised_adapter_smoke_check_20260517T190339Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_adapter_smoke_check_20260520T170607Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_failure_analysis_20260521T140822Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_20260520T170614Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_children_20260520T170614Z/original.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_children_20260520T170614Z/sensaware_top16_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_children_20260520T170614Z/sensaware_top32_gamma_0_25.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_children_20260520T170614Z/sensaware_top32_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_children_20260520T170614Z/top1_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_children_20260520T170614Z/top3_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_children_20260520T170614Z/uniform_gamma_0_25.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensaware_official_bounded_eval_children_20260520T170614Z/uniform_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensitivity_aware_adapter_generation_20260520T162258Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensitivity_aware_adapter_generation_20260520T165056Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/sensitivity_aware_expanded_adapter_generation_20260521T141058Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/small_baseline_children_20260519T195636Z/original.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/small_baseline_children_20260519T195636Z/top1_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/small_baseline_children_20260519T195636Z/top3_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/small_baseline_evaluation_20260519T195636Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/spectral_stats_20260517T145251Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_children_20260519T193244Z/original.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_children_20260519T193244Z/top1_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_children_20260519T193742Z/original.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_children_20260519T193742Z/top1_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_children_20260519T193953Z/original.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_children_20260519T193953Z/top1_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_children_20260519T194531Z/original.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_children_20260519T194531Z/top1_gamma_0_50.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_smoke_test_20260519T170722Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_smoke_test_20260519T193244Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_smoke_test_20260519T193742Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_smoke_test_20260519T193953Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tiny_inference_smoke_test_20260519T194531Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tradeoff_analysis_20260523T111939Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/tradeoff_plots_20260523T111939Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/uniform_scaling_adapter_generation_20260520T140024Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
logs/wilson_ci_and_final_comparison_20260523T183002Z.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
lora_sanitisation_master_project.md,move_to_archive,ARCHIVE_SUPERSEDED,Historical planning document; not the exact final implementation.,False,True
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/blobs/0a9c45e4643c0593b9050a0581d840f3f438fb7acb3a7e9b72515eb5b2b6f85a,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/blobs/332b91726f5f9c2173356e52750d363cde910e5c,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/blobs/a6344aac8c09253b3b630fb776ae94478aa0275b,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/blobs/bd78858e4903e2c2d3b71f53de73f06965f10cff,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/refs/main,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/snapshots/408295cd17df70e5164e7692e2aa3c5b9e2e4f3b/.gitattributes,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/snapshots/408295cd17df70e5164e7692e2aa3c5b9e2e4f3b/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/snapshots/408295cd17df70e5164e7692e2aa3c5b9e2e4f3b/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
models--BackdoorLLM--Jailbreak_Llama2-7B_BadNets/snapshots/408295cd17df70e5164e7692e2aa3c5b9e2e4f3b/README.md,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
OFFICIAL_RULE_BASED_ASR_ARCHITECTURE.md,move_to_archive,ARCHIVE_SUPERSEDED,Planning doc superseded by OFFICIAL_RULE_BASED_ASR_VERIFICATION.md and SANITY_CHECKS.md.,False,True
OFFICIAL_RULE_BASED_ASR_SANITY_CHECKS.bak_20260530T073520Z.md,move_to_archive,ARCHIVE_DUPLICATE_OR_BACKUP,Timestamped backup duplicate; preserve in final cleanup archive.,False,True
OFFICIAL_RULE_BASED_ASR_SANITY_CHECKS.md,none,KEEP_FINAL_VISIBLE,Final-facing reviewer/submission file or bundle item.,True,False
OFFICIAL_RULE_BASED_ASR_VERIFICATION.md,none,KEEP_FINAL_VISIBLE,Final-facing reviewer/submission file or bundle item.,True,False
OFFICIAL_SCORER_AUDIT.md,move_to_archive,ARCHIVE_SUPERSEDED,Superseded audit that over-classified scorer as external-judge; preserved in archive.,False,True
outputs/adapter_tensor_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/asr_utility_tradeoff_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/backdoorllm_official_trigger_verification.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/backdoorllm_trigger_source_candidates.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/base_control_preflight_check.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/base_model_control_eval_outputs.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/base_model_control_eval_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/bounded_eval_outputs.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/bounded_eval_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_adapter_candidate_comparison.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_behaviour_similarity_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_candidate_FlagAlpha_Llama2_Chinese_7b_Chat_LoRA_tensor_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_candidate_Luciano_lora_4bit_Llama_2_7b_chat_hf_lener_br_tensor_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_candidate_manojpatil_llama_2_7b_chat_lora_adaptor_tensor_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_reference_candidates.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_sensitivity_component_scores.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_sensitivity_component_scores_expanded.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_utility_dataset_audit_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_utility_eval_outputs.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_utility_eval_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_utility_perplexity_outputs.bak_20260524T151304Z.csv,move_to_archive,ARCHIVE_DUPLICATE_OR_BACKUP,Timestamped backup duplicate; preserve in final cleanup archive.,False,True
outputs/clean_utility_perplexity_outputs.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/clean_utility_perplexity_summary.bak_20260524T151304Z.csv,move_to_archive,ARCHIVE_DUPLICATE_OR_BACKUP,Timestamped backup duplicate; preserve in final cleanup archive.,False,True
outputs/clean_utility_perplexity_summary.csv,none,KEEP_FINAL_VISIBLE,Final-facing reviewer/submission file or bundle item.,True,False
outputs/clean_vs_backdoor_spectral_comparison.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/consolidated_tradeoff_results.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/eval_case_diagnostics.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/expanded_sensaware_adapter_smoke_check_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/expanded_sensaware_asr_utility_tradeoff_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/expanded_sensaware_official_bounded_eval_outputs.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/expanded_sensaware_official_bounded_eval_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/final_submission_consistency_check_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/final_submission_runner_quick_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/flagalpha_adapter_tensor_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_asr_clean_utility_discovery_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_asr_scorer_audit_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_badnets_asr_pilot_outputs.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_badnets_asr_pilot_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_badnets_full_bounded_eval_outputs.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_badnets_full_bounded_eval_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_badnets_prompt_file_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_rule_based_asr_clean_tradeoff_summary.csv,none,KEEP_FINAL_VISIBLE,Final-facing reviewer/submission file or bundle item.,True,False
outputs/official_rule_based_asr_eval_outputs.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_rule_based_asr_eval_summary.csv,none,KEEP_FINAL_VISIBLE,Final-facing reviewer/submission file or bundle item.,True,False
outputs/official_rule_based_asr_rescore_existing_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/official_rule_based_asr_sanity_checks_summary.bak_20260530T073520Z.csv,move_to_archive,ARCHIVE_DUPLICATE_OR_BACKUP,Timestamped backup duplicate; preserve in final cleanup archive.,False,True
outputs/official_rule_based_asr_sanity_checks_summary.csv,none,KEEP_FINAL_VISIBLE,Final-facing reviewer/submission file or bundle item.,True,False
outputs/official_rule_based_asr_verification_summary.csv,none,KEEP_FINAL_VISIBLE,Final-facing reviewer/submission file or bundle item.,True,False
outputs/peft_loading_smoke_test_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/README.md,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/real_asr_clean_utility_tradeoff_summary.bak_20260524T151630Z.csv,move_to_archive,ARCHIVE_DUPLICATE_OR_BACKUP,Timestamped backup duplicate; preserve in final cleanup archive.,False,True
outputs/real_asr_clean_utility_tradeoff_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/real_eval_prompt_file_summary.bak_20260524T151304Z.csv,move_to_archive,ARCHIVE_DUPLICATE_OR_BACKUP,Timestamped backup duplicate; preserve in final cleanup archive.,False,True
outputs/real_eval_prompt_file_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/report_ready_case_diagnostics_summary.md,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/report_ready_key_findings.md,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/report_ready_main_results.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/report_ready_main_results.md,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/sanitised_adapter_generation_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/sanitised_adapter_smoke_check_summary.csv,none,KEEP_REPRODUCIBILITY,Output evidence preserved for reproducibility/history; not archived unless duplicate backup.,True,False
outputs/sanitised_adapters/sensaware_top128_gamma_0.25/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top128_gamma_0.25/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top128_gamma_0.25/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top128_gamma_0.50/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top128_gamma_0.50/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top128_gamma_0.50/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top16_gamma_0.50/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top16_gamma_0.50/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top16_gamma_0.50/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top224_gamma_0.25/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top224_gamma_0.25/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top224_gamma_0.25/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top224_gamma_0.50/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top224_gamma_0.50/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top224_gamma_0.50/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top32_gamma_0.25/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top32_gamma_0.25/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top32_gamma_0.25/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top32_gamma_0.50/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top32_gamma_0.50/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top32_gamma_0.50/sanitisation_report.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top336_gamma_0.50/adapter_config.json,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
outputs/sanitised_adapters/sensaware_top336_gamma_0.50/adapter_model.safetensors,none,KEEP_REPRODUCIBILITY,Script/source/data/log/adapter/provenance needed for reproduction or audit trail.,True,False
